"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 17 12:15:19 GMT 2022","Thu Nov 17 12:15:20 GMT 2022","691","tests","test_shop","TestShop","","","The customer can add a product to the cart and checkout it",""
